行く,いく,行[い]く,iku,to go,[sound:word_iku.mp3],バスで<b>行こう</b>。,バスで<b>行[い]こう</b>。 ,Let's go by bus.,[sound:sentence_iku.mp3],,,,,行く sometimes pronounced ゆく,13,Kaishi_word
どこ,どこ,どこ,doko,where,[sound:word_doko.mp3],<b>どこ</b>に行くの？,<b>どこ</b>に 行[い]くの？ ,Where are you going?,[sound:sentence_doko.mp3],,,,,"の as a sentence ending particle makes the question more empathic, like expressing surprise (i.e. that the person in the example decided unexpectedly to go somewhere).",14,Kaishi_word
やだ,やだ,やだ,yada,"no, no way, I don't want to",[sound:word_yada.mp3],行くの<b>やだ</b>なー。,行[い]くの<b>やだ</b>なー。 ,I don't want to go.,[sound:sentence_yada.mp3],,,,,なー adds an emotional emphasis to the sentence,16,
来る,くる,来[く]る,kuru,to come,[sound:word_kuru.mp3],マイケルも<b>来る</b>。,マイケルも<b>来[く]る</b>。 ,Michael is also coming. ,[sound:sentence_kuru.mp3],,,,,,17,Kaishi_word
いい,いい,いい,ii,good,[sound:word_ii.mp3],マイケルも来ると<b>いい</b>な。,マイケルも 来[く]ると<b>いい</b>な。 ,"I hope Michael comes, too.",[sound:sentence_ii.mp3],,,,,"と+いい expresses wishing or hoping (lit. ""it would be good if..."")",18,Kaishi_word
良かった,よかった,良[よ]かった,yokatta,"it was good that, I'm glad, what a relief",[sound:word_yokatta.mp3],来て<b>良かった</b>ー。,来[き]て<b>良[よ]かった</b>ー。 ,I'm so glad I came.,[sound:sentence_yokatta.mp3],,,,,"良かった = past tense of いい, 'it was good', 'I'm glad that it turned out this way'. Most commonly spelled with hiragana",19,
人,ひと,人[ひと],hito,person,[sound:word_hito.mp3],あの<b>人</b>はいい<b>人</b>です。,あの<b>人[ひと]</b>はいい<b>人[ひと]</b>です。 ,That person is a good person.,[sound:sentence_hito.mp3],,,,,,20,Kaishi_word
あの,あの,あの,ano,that x (over there),[sound:あの_アノ━_0_NHK-2016.mp3],<b>あの</b>人はいい<b>人</b>です。,<b>あの</b>人[ひと]はいい<b>人[ひと]</b>です。 ,That person is a good person.,[sound:sentence_hito.mp3],,,,,あの must always attach to a noun (e.g. あの本 – that book) and can’t be used on its own like あれ,20.2,Kaishi_word
分かる,わかる,分[わ]かる,wakaru,"to understand, grasp",[sound:word_wakaru.mp3],<b>分か</b>んない。,<b>分[わ]か</b>んない。 ,I don't know.,[sound:sentence_wakaru.mp3],,,,,,22,Kaishi_word
よく,よく,よく,yoku,(1) well (2) often,[sound:word_yoku.mp3],<b>よく</b>分からない。,<b>よく</b>分[わ]からない。 ,I don't really get it.,[sound:sentence_yoku.mp3],,,,,,23,Kaishi_word
なるほど,なるほど,なるほど,naruhodo,I see (interjection),[sound:word_naruhodo.mp3],<b>なるほど</b>、よく分かりました。,<b>なるほど</b>、 よく 分[わ]かりました。 ,"I see, I understand quite well.",[sound:sentence_naruhodo.mp3],,,,,,24,Kaishi_word
いる,いる,いる,iru,to exist (animate things),[sound:word_iru1.mp3],パパ<b>いる</b>の？,パパ<b>いる</b>の？ ,Is Dad here?,[sound:sentence_iru1.mp3],,,,,,26,Kaishi_word
今,いま,今[いま],ima,now,[sound:word_ima.mp3],<b>今</b>何して(い)る？,<b>今[いま]</b>何[なに]して(い)る？ ,What are you doing right now?,[sound:sentence_ima.mp3],,,,,してる is a contraction of している (て form of する + いる [present progressive tense]),27,Kaishi_word
だめ,だめ,だめ,dame,"must not, not allowed, bad",[sound:word_dame1.mp3],今は<b>だめ</b>よ！,今[いま]は<b>だめ</b>よ！ ,Not now!,[sound:sentence_dame1.mp3],,,,,"よ makes a statement more assertive (like ""I'm telling you!"")",28,
あれ,あれ,あれ,are,that (over there),[sound:word_are.mp3],<b>あれ</b>は何ですか？,<b>あれ</b>は 何[なん]ですか？ ,What's that?,[sound:sentence_are.mp3],,,,,"In contrast to あの, あれ can’t attach to a noun and is a self-standing pronoun",29,Kaishi_word
一つ,ひとつ,一[ひと]つ,hitotsu,one (thing),[sound:word_hitotsu.mp3],それを<b>一つ</b>ください。,それを<b>一[ひと]つ</b>ください。 ,Please give me one of those.,[sound:sentence_hitotsu.mp3],,,,,,30,Kaishi_word
ください,ください,ください,kudasai,please,[sound:word_kudasai.mp3],それを一つ<b>ください</b>。,それを 一[ひと]つ<b>ください</b>。 ,Please give me one of those.,[sound:sentence_hitotsu.mp3],,,,,,31,Kaishi_word
一人,ひとり,一[ひと]人[り],hitori,"one person, alone",[sound:word_hitori.mp3],<b>一人</b>で行ける？,<b>一[ひと]人[り]</b>で 行[い]ける？ ,Can you go by yourself?,[sound:sentence_hitori.mp3],,,,,,31.2,
本,ほん,本[ほん],hon,book,[sound:word_hon.mp3],いい<b>本</b>でしたね。,いい<b>本[ほん]</b>でしたね。 ,"It was a good book, wasn't it?",[sound:sentence_hon.mp3],,,,,,35,Kaishi_word
ある,ある,ある,aru,to exist (inanimate things),[sound:word_aru.mp3],ペンが<b>ある</b>。,ペンが<b>ある</b>。 ,There is a pen. (or I have a pen),[sound:sentence_aru.mp3],,,,,,36,Kaishi_word
ここ,ここ,ここ,koko,here,[sound:word_koko.mp3],<b>ここ</b>に本があります。,<b>ここ</b>に 本[ほん]があります。 ,There's a book here.,[sound:sentence_koko.mp3],,,,,,37,Kaishi_word
トイレ,といれ,トイレ,toire,toilet,[sound:word_toire.mp3],<b>トイレ</b>はここです。,<b>トイレ</b>はここです。 ,The restroom is here.,[sound:sentence_toire.mp3],,,,,,38,
食べる,たべる,食[た]べる,taberu,to eat,[sound:word_taberu.mp3],ケーキ<b>食べる</b>？,ケーキ<b>食[た]べる</b>？ ,Do you want some cake?,[sound:sentence_taberu.mp3],,,,,,39,Kaishi_word
私,わたし,私[わたし],watashi,"I, me (neutral)",[sound:word_watashi.mp3],<b>私</b>はアンです。,<b>私[わたし]</b>はアンです。 ,I am Ann.,[sound:sentence_watashi.mp3],,,,,,40,Kaishi_word
人[じん],じん,人[じん],jin,person from (nationality),[sound:word_jin.mp3],私はイギリス<b>人</b>です。,私[わたし]はイギリス<b>人[じん]</b>です。 ,I am British.,[sound:sentence_jin.mp3],,,,,イギリス= England/Britain,42,Kaishi_word
知る,しる,知[し]る,shiru,to know,[sound:word_shiru.mp3],へー。よく<b>知</b>っているね。,へー。 よく<b>知[し]</b>っているね。 ,You sure know a lot.,[sound:sentence_shiru.mp3],,,,,,43,Kaishi_word
子,こ,子[こ],ko,"child, kid",[sound:word_ko1.mp3],いい<b>子</b>。,いい<b>子[こ]</b>。 ,Good boy / Good girl,[sound:sentence_ko1.mp3],,,,,,44,Kaishi_word
男,おとこ,男[おとこ],otoko,"man, male",[sound:word_otoko.mp3],いい<b>男</b>ね,いい<b>男[おとこ]</b>ね,a good [looking] guy,[sound:sentence_otoko.mp3],,,,,,45,Kaishi_word
男の子,おとこのこ,男[おとこ]の 子[こ],otokonoko,boy,[sound:word_otokonoko.mp3],<b>男の子</b>たちがサッカーをしている。,<b>男[おとこ]の 子[こ]</b>たちがサッカーをしている。 ,The boys are playing soccer.,[sound:sentence_otokonoko.mp3],,,,,たち is a suffix that makes a plural out of pronouns and nouns for living things,46,Kaishi_word
女の子,おんなのこ,女[おんな]の 子[こ],onnanoko,girl,[sound:word_onnanoko.mp3],あの<b>女の子</b>を知っていますか？,あの<b>女[おんな]の 子[こ]</b>を 知[し]っていますか？ ,Do you know that girl?,[sound:sentence_onnanoko.mp3],,,,,,47,Kaishi_word
彼,かれ,彼[かれ],kare,"he, him",[sound:word_kare.mp3],<b>彼</b>はトムさんです。,<b>彼[かれ]</b>はトムさんです。 ,This is Tom.,[sound:sentence_kare.mp3],,,,,"さん is a honorific, equivalent to Mr./Ms.",48,Kaishi_word
彼女,かのじょ,彼[かの]女[じょ],kanojo,"(1) she, her (2) girlfriend",[sound:word_kanojo.mp3],<b>彼女</b>いる？,<b>彼[かの]女[じょ]</b>いる？ ,Do you have a girlfriend?,[sound:sentence_kanojo.mp3],,,,,,49,Kaishi_word
彼氏,かれし,彼[かれ]氏[し],kareshi,boyfriend,[sound:word_kareshi.mp3],<b>彼氏</b>いる？,<b>彼[かれ]氏[し]</b>いる？ ,Do you have a boyfriend?,[sound:sentence_kareshi.mp3],,,,,,50,
女,おんな,女[おんな],onna,woman,[sound:word_onna.mp3],彼女は<b>女</b>らしい。,彼[かの]女[じょ]は<b>女[おんな]</b>らしい。 ,She's feminine.,[sound:sentence_onna.mp3],,,,,らしい= being/appearing like x,51,Kaishi_word
好き,すき,好[す]き,suki,"to like, love",[sound:word_suki.mp3],私はワインが<b>好き</b>です。,私[わたし]はワインが<b>好[す]き</b>です。 ,I like wine.,[sound:sentence_suki.mp3],,,,,,52,Kaishi_word
大好き,だいすき,大[だい]好[す]き,daisuki,"to love, like a lot",[sound:word_daisuki.mp3],ジョンソンさんはジャズが<b>大好き</b>です。,ジョンソンさんはジャズが<b>大[だい]好[す]き</b>です。 ,Mr. Johnson loves jazz a lot.,[sound:sentence_daisuki.mp3],,,,,,53,Kaishi_word
犬,いぬ,犬[いぬ],inu,dog,[sound:word_inu.mp3],私は<b>犬</b>が大好きだ。,私[わたし]は<b>犬[いぬ]</b>が 大[だい]好[す]きだ。 ,I love dogs.,[sound:sentence_inu.mp3],,,,,,54,Kaishi_word
怖い,こわい,怖[こわ]い,kowai,scary,[sound:word_kowai.mp3],私は犬が<b>怖い</b>です。,私[わたし]は 犬[いぬ]が<b>怖[こわ]い</b>です。 ,I'm scared of dogs.,[sound:sentence_kowai.mp3],,,,,,55,Kaishi_word
兄,あに,兄[あに],ani,older brother (speaker's),[sound:word_ani.mp3],<b>兄</b>はバイクが大好きです。,<b>兄[あに]</b>はバイクが 大[だい]好[す]きです。 ,My older brother loves motorcycles.,[sound:sentence_ani.mp3],,,,,,56,Kaishi_word
妹,いもうと,妹[いもうと],imouto,younger sister,[sound:word_imouto.mp3],<b>妹</b>はチョコレートが大好きです。,<b>妹[いもうと]</b>はチョコレートが 大[だい]好[す]きです。 ,My little sister loves chocolate.,[sound:sentence_imouto.mp3],,,,,,59,Kaishi_word
お姉さん,おねえさん,お 姉[ねえ]さん,oneesan,elder sister,[sound:word_oneesan.mp3],<b>姉さん</b>、ごめんね。,<b>姉[ねえ]さん</b>、 ごめんね。 ,I'm sorry sis.,[sound:sentence_oneesan.mp3],,,,,姉[ねえ]さん is a contraction of お 姉[ねえ]さん,61,Kaishi_word
ごめんなさい・ごめん,ごめんなさい・ごめん,ごめんなさい・ごめん,gomennasai/gomen,sorry,[sound:word_gomennasai.mp3][sound:word_gomen.mp3],姉さん、<b>ごめん</b>ね。,姉[ねえ]さん、<b>ごめん</b>ね。 ,I'm sorry sis.,[sound:sentence_oneesan.mp3],,,,,"ごめん is more casual and less formal than ごめんなさい (if unsure, always use ごめんなさい)",62,Kaishi_word
大きい,おおきい,大[おお]きい,ookii,"big, large",[sound:word_ookii.mp3],<b>大き</b>くなったね。,<b>大[おお]き</b>くなったね。 ,You've gotten big.,[sound:sentence_ookii.mp3],,,,,なった is the past tense of なる (to become),63,Kaishi_word
目,め,目[め],me,eye,[sound:word_me.mp3],彼女は<b>目</b>が大きい。,彼[かの]女[じょ]は<b>目[め]</b>が 大[おお]きい。 ,She has big eyes.,[sound:sentence_me.mp3],,,,,,64,Kaishi_word
家,いえ,家[いえ],ie,"house, home",[sound:word_ie.mp3],ここが私の<b>家</b>です。,ここが 私[わたし]の<b>家[いえ]</b>です。 ,My house is here.,[sound:sentence_ie.mp3],,,,,,65,Kaishi_word
この,この,この,kono,this x (near the speaker),[sound:word_kono.mp3],<b>この</b>家は大きいだけだ。,<b>この</b>家[いえ]は 大[おお]きいだけだ。 ,"This house is big, that's all.",[sound:sentence_kono.mp3],,,,,この must always attach to a noun (e.g. この本 – this book) and can’t be used on its own like これ,66,Kaishi_word
だけ,だけ,だけ,dake,"just, only",[sound:word_dake.mp3],この家は大きい<b>だけ</b>だ。,この 家[いえ]は 大[おお]きい<b>だけ</b>だ。 ,"This house is big, that's all.",[sound:sentence_kono.mp3],,,,,,67,
母,はは,母[はは],haha,(speaker's) mother,[sound:word_haha.mp3],<b>母</b>は家におります。,<b>母[はは]</b>は 家[いえ]におります。 ,My mother is at home.,[sound:sentence_haha.mp3],,,,,おります is the humble (more formal) form of いる,68,Kaishi_word
お母さん,おかあさん,お 母[かあ]さん,okāsan,mother,[sound:word_okaasan.mp3],<b>お母さん</b>によろしくね。,<b>お 母[かあ]さん</b>によろしくね。 ,Say hi to your mom for me.,[sound:sentence_okaasan.mp3],,,,,よろしく= greetings/regards (lit. to be well),69,Kaishi_word
父,ちち,父[ちち],chichi,(speaker's) father,[sound:word_chichi.mp3],<b>父</b>はサラリーマンです。,<b>父[ちち]</b>はサラリーマンです。 ,My father is a company employee.,[sound:sentence_chichi.mp3],,,,,サラリーマン is derived from 'salary man',71,Kaishi_word
お父さん,おとうさん,お 父[とう]さん,otōsan,father,[sound:word_otousan.mp3],どうしたの、<b>お父さん</b>？,どうしたの、<b>お 父[とう]さん</b>？ ,"What's the matter, Dad?",[sound:sentence_otousan.mp3],,,,,した = past tense of する,77,Kaishi_word
夫,おっと,夫[おっと],otto,husband,[sound:word_otto.mp3],私の<b>夫</b>はサラリーマンです。,私[わたし]の<b>夫[おっと]</b>はサラリーマンです。 ,My husband is a company employee.,[sound:sentence_otto.mp3],,,,,,78,
手,て,手[て],te,hand,[sound:word_te.mp3],父の<b>手</b>は大きい。,父[ちち]の<b>手[て]</b>は 大[おお]きい。 ,My father has big hands.,[sound:sentence_te.mp3],,,,,,78.1,Kaishi_word
住む,すむ,住[す]む,sumu,"live, reside",[sound:word_sumu1.mp3],彼はアパートに<b>住</b>んでいます。,彼[かれ]はアパートに<b>住[す]</b>んでいます。 ,He lives in an apartment.,[sound:sentence_sumu1.mp3],,,,,,78.12,Kaishi_word
おばあさん,おばあさん,おばあさん,obaasan,grandmother,[sound:word_obaasan.mp3],彼女は<b>おばあさん</b>と住んでいる。,彼[かの]女[じょ]は<b>おばあさん</b>と 住[す]んでいる。 ,She lives with her grandmother.,[sound:sentence_obaasan.mp3],,,,,common diminutive is おばあちゃん or ばあちゃん,78.2,Kaishi_word
おじいさん,おじいさん,おじいさん,ojiisan,grandfather,[sound:word_ojiisan.mp3],,,,,,,,,common diminutive is おじいちゃん,78.3,Kaishi_word
大丈夫,だいじょうぶ,大[だい]丈[じょう]夫[ぶ],daijōbu,"alright, OK",[sound:word_daijoubu.mp3],ごめんなさい！<b>大丈夫</b>ですか？—<b>大丈夫</b>です。ありがとうございます。,ごめんなさい ！<b>大[だい]丈[じょう]夫[ぶ]</b>ですか ？ —<b>大[だい]丈[じょう]夫[ぶ]</b>です。 ありがとうございます。 ,"I'm so sorry! Are you all right? ー I'm fine, thank you.",[sound:sentence_daijoubu.mp3][sound:sentence_daijoubu2.mp3],,,,,,79,Kaishi_word
あげる,あげる,あげる,ageru,to give,[sound:word_ageru1.mp3],これ　りんちゃんに<b>あげる</b>。,これ　りんちゃんに<b>あげる</b>。 ,I will give this to Rin-chan,[sound:sentence_ageru1.mp3],,,,,,80,Kaishi_word
君,きみ,君[きみ],kimi,you (to someone of equal or lower status),[sound:word_kimi.mp3],この本を<b>君</b>にあげます。,この 本[ほん]を<b>君[きみ]</b>にあげます。 ,I'm going to give you this book.,[sound:sentence_kimi.mp3],,,,,,81,Kaishi_word
出来る,できる,出[で]来[き]る,dekiru,"can, be able",[sound:word_dekiru.mp3],これ<b>出来る</b>？,これ<b>出[で]来[き]る</b>？ ,Can you do this?,[sound:sentence_dekiru.mp3],,,,,usually written in hiragana,81.2,Kaishi_word
出来た,できた,出[で]来[き]た,dekita,"done, successfully completed",[sound:word_dekita.mp3],<b>出来た</b>！,<b>出[で]来[き]た</b>！ ,Finished!,[sound:sentence_dekita.mp3],,,,,usually written in hiragana,81.3,
泣く,なく,泣[な]く,naku,to cry,[sound:word_naku.mp3],どうして<b>泣</b>いているの？,どうして<b>泣[な]</b>いているの？ ,Why are you crying?,[sound:sentence_naku.mp3],,,,,,82,Kaishi_word
どうして,どうして,どうして,dōshite,why,[sound:word_doushite.mp3],<b>どうして</b>泣いているの？,<b>どうして</b>泣[な]いているの？ ,Why are you crying?,[sound:sentence_naku.mp3],,,,,,83,Kaishi_word
子供,こども,子[こ]供[ども],kodomo,"child, kid",[sound:word_kodomo.mp3],<b>子供</b>が泣いている。,<b>子[こ]供[ども]</b>が 泣[な]いている。 ,The child is crying.,[sound:sentence_kodomo.mp3],,,,,,84,Kaishi_word
欲しい,ほしい,欲[ほ]しい,hoshii,"wanting, wishing for",[sound:word_hoshii.mp3],彼女<b>欲しい</b>！,彼[かの]女[じょ]<b>欲[ほ]しい</b>！ ,I want a girlfriend!,[sound:sentence_hoshii.mp3],,,,,,87,Kaishi_word
作る,つくる,作[つく]る,tsukuru,"to make, to create",[sound:word_tsukuru.mp3],ケーキを<b>作</b>っていました。,ケーキを<b>作[つく]</b>っていました。 ,I was making a cake.,[sound:sentence_tsukuru.mp3],,,,,,96,Kaishi_word
早い,はやい,早[はや]い,hayai,"quick, early (time)",[sound:word_hayai1.mp3],<b>早</b>くしないか。,<b>早[はや]</b>くしないか。 ,Won't you hurry up? (or do it quickly),[sound:sentence_hayai1.mp3],,,,,しない = ない form of する ,99,Kaishi_word
おはよう,おはよう,おはよう,ohayou,good morning​ (greeting),[sound:word_ohayou.mp3],<b>おはよう</b>ございます,<b>おはよう</b>ございます,good morning,[sound:sentence_ohayou.mp3],,,,,derived from お早う. おはようございます is more formal,100,
おやすみ,おやすみ,おやすみ,oyasumi,good night,[sound:word_oyasumi.mp3],おやすみなさい。,おやすみなさい。 ,Good night.,[sound:sentence_oyasumi.mp3],,,,,おやすみなさい is more formal,100.2,
見る,みる,見[み]る,miru,"to see, look, watch",[sound:word_miru.mp3],ニコ<b>見</b>た？見てない。,ニコ<b>見[み]</b>た ？ 見[み]てない。,Have you seen Niko? I haven't.,[sound:sentence_miru.mp3][sound:sentence_miru2.mp3],,,,,,101,Kaishi_word
見つける,みつける,見[み]つける,mitsukeru,to find,[sound:word_mitsukeru.mp3],彼はどこであの本を<b>見つけ</b>たの？,彼[かれ]はどこであの 本[ほん]を<b>見[み]つけ</b>たの？ ,Where did he find that book?,[sound:sentence_mitsukeru.mp3],,,,,,102,Kaishi_word
その,その,その,sono,that x (near the listener),[sound:word_sono.mp3],<b>その</b>メールを見ましたか？,<b>その</b>メールを 見[み]ましたか？ ,Did you see that e-mail?,[sound:sentence_sono.mp3],,,,,その must always attach to a noun (e.g. その本 – that book) and can’t be used on its own like それ,103,Kaishi_word
使う,つかう,使[つか]う,tsukau,to use,[sound:word_tsukau.mp3],そのタオルを<b>使</b>ってください。,そのタオルを<b>使[つか]</b>ってください。 ,Please use that towel.,[sound:sentence_tsukau.mp3],,,,,,103.2,Kaishi_word
聞く,きく,聞[き]く,kiku,"(1) to hear, listen (2) ask (a question)",[sound:word_kiku1.mp3],<b>聞</b>きましたか？,<b>聞[き]</b>きましたか？ ,Did you hear (about it)?,[sound:sentence_kiku1.mp3],ちょっと聞いていい？ ,ちょっと<b>聞[き]</b>いていい？ ,Can I ask you something?,[sound:sentence_kiku2.mp3],,104,Kaishi_word
ちょっと,ちょっと,ちょっと,chotto,a little,[sound:word_chotto.mp3],<b>ちょっと</b>聞いていい？,<b>ちょっと</b>聞[き]いていい？ ,Can I ask you something?,[sound:sentence_kiku2.mp3],,,,,,106,Kaishi_word
そんな,そんな,そんな,sonna,such,[sound:そんな_ソンナ━_0_NHK-2016.mp3],<b>そんな</b>の聞いてないよ！,<b>そんな</b>の 聞[き]いてないよ！ ,I haven't heard about that!,[sound:sentence_sonna.mp3],,,,,,107,
思う,おもう,思[おも]う,omō,"to think, believe",[sound:word_omou.mp3],いいと<b>思う</b>。,いいと<b>思[おも]う</b>。 ,I think it's good.,[sound:sentence_omou.mp3],,,,,"と here is like 'that' in ""I think that x""",109,Kaishi_word
どれ,どれ,どれ,dore,"which, what",[sound:word_dore.mp3],<b>どれ</b>がいいと思う？,<b>どれ</b>がいいと 思[おも]う？ ,Which one do you think is better?,[sound:sentence_dore.mp3],,,,,,110,Kaishi_word
あなた,あなた,あなた,anata,you,[sound:word_anata.mp3],<b>あなた</b>はどう思いますか？,<b>あなた</b>はどう 思[おも]いますか？ ,What do you think?,[sound:sentence_anata.mp3],,,,,,111,Kaishi_word
今日,きょう,今日[きょう],kyō,today,[sound:word_kyou.mp3],<b>今日</b>はどうしますか？,<b>今日[きょう]</b>はどうしますか？ ,What will you do today?,[sound:sentence_kyou.mp3],,,,,,112,Kaishi_word
日,ひ,日[ひ],hi,day; sun,[sound:word_hi1.mp3],今日どんな<b>日</b>だった？,今日[きょう]どんな<b>日[ひ]</b>だった？ ,How was your day today?,[sound:sentence_hi1.mp3],,,,,だった is the past tense of だ,113,Kaishi_word
どんな,どんな,どんな,donna,what kind of...,[sound:word_donna.mp3],今日<b>どんな</b>日だった？,今日[きょう]<b>どんな</b>日[ひ]だった？ ,How was your day today?,[sound:sentence_hi1.mp3],,,,,だった is the past tense of だ,114,Kaishi_word
きれい(な),きれい,きれい,kirei,"(1) beautiful, pretty (2) clean",[sound:word_kirei1.mp3],何て<b>きれい</b>な人なんだ。,何[なん]て<b>きれい</b>な 人[ひと]なんだ。 ,What a beautiful person she is!,[sound:sentence_kirei1.mp3],,,,,"Some important な-adjectives will be marked with (な), whenever the noun is used as an adjective in the example sentence (but it should be kept in mind that the so-called な-adjectives can also function as nouns (without な) or する verbs).",115,
月,つき,月[つき],tsuki,"moon, month",[sound:word_tsuki.mp3],今日は<b>月</b>がきれいですね？,今日[きょう]は<b>月[つき]</b>がきれいですね？ ,"The moon is beautiful today, isn't it?",[sound:sentence_tsuki.mp3],,,,,,116,Kaishi_word
明日,あした,明日[あした],ashita,tomorrow,[sound:word_ashita.mp3],<b>明日</b>どうする？,<b>明日[あした]</b>どうする？ ,What should we do tomorrow?,[sound:sentence_ashita.mp3],,,,,,117,Kaishi_word
昨日,きのう,昨日[きのう],kinō,yesterday,[sound:word_kinou1.mp3],<b>昨日</b>のデートどうだった？,<b>昨日[きのう]</b>のデートどうだった？ ,How was your date yesterday?,[sound:sentence_kinou1.mp3],,,,,,118,Kaishi_word
みんな,みんな,みんな,minna,"all (present), everybody",[sound:word_minna.mp3],あした<b>みんな</b>でバーベキューをしませんか。,あした<b>みんな</b>でバーベキューをしませんか。 ,How about we all have a barbecue tomorrow?,[sound:sentence_minna.mp3],,,,,,119,Kaishi_word
日本,にほん,日本[にほん],nihon,Japan,[sound:word_nihon.mp3],えっ、<b>日本</b>人だったんですか？,えっ 、<b>日本[にほん]</b>人[じん]だったんですか？ ,You are Japanese?! [I didn't know],[sound:sentence_nihon.mp3],,,,,日本 can be read にっぽん in some cases (a more archaic name for Japan) but in most situation people would use にほん,120,Kaishi_word
日本語,にほんご,日本語[にほんご],nihongo,Japanese language,[sound:word_nihongo.mp3],これは<b>日本語</b>の本です。,これは<b>日本語[にほんご]</b>の 本[ほん]です。 ,This is a Japanese book,[sound:sentence_nihongo.mp3],,,,,,121,Kaishi_word
いつ,いつ,いつ,itsu,when,[sound:word_itsu.mp3],<b>いつ</b>日本に来たんですか？,<b>いつ</b>日本[にほん]に 来[き]たんですか？ ,When did you come to Japan?,[sound:sentence_itsu.mp3],,,,,,122,Kaishi_word
なる,なる,なる,naru,"to become, result in",[sound:word_naru1.mp3],日本語ペラペラに<b>なりたい</b>。,日本語[にほんご]ペラペラに<b>なりたい</b>。 ,I want to become fluent in Japanese.,[sound:sentence_naru1.mp3],,,,,ペラペラ is onomatopoeia for speaking fluently,123,Kaishi_word
考える,かんがえる,考[かんが]える,kangaeru,"to think, consider, reflect",[sound:word_kangaeru.mp3],よく<b>考え</b>てください。,よく<b>考[かんが]え</b>てください。 ,Please think carefully.,[sound:sentence_kangaeru.mp3],,,,,,124,Kaishi_word
呼ぶ,よぶ,呼[よ]ぶ,yobu,"to call, invite",[sound:word_yobu.mp3],タクシーを<b>呼</b>んでください。,タクシーを<b>呼[よ]</b>んでください。 ,Please call a taxi.,[sound:sentence_yobu.mp3],,,,,,125,Kaishi_word
待つ,まつ,待[ま]つ,matsu,to wait,[sound:word_matsu.mp3],トイレ行ってくるからここで<b>待</b>ってて。,トイレ 行[い]ってくるからここで<b>待[ま]</b>ってて。 ,"I'm gonna go to the bathroom, so wait here.",[sound:sentence_matsu.mp3],,,,,,126,Kaishi_word
