d`r}~Nn`Rq,Manabi,Manabi,でも,でも,でも,demo,but,[sound:word_demo.mp3],うん。<b>でも</b>、なんで？,うん。<b>でも</b>、 なんで ？,"Yeah, but why?",[sound:sentence_demo.mp3],,,,,,10,"<svg xmlns=""http://www.w3.org/2000/svg"" class=""pitch"" width=""76.50px"" height=""56.25px"" viewBox=""0 0 102 75""><text x=""5"" y=""67.5"" style=""font-size:20px;font-family:sans-serif;fill:currentColor;"">で</text><text x=""40"" y=""67.5"" style=""font-size:20px;font-family:sans-serif;fill:currentColor;"">も</text><path d=""m 16,5 35,25"" style=""fill:none;stroke:currentColor;stroke-width:1.5;""></path><path d=""m 51,30 35,0"" style=""fill:none;stroke:currentColor;stroke-width:1.5;""></path><circle r=""5"" cx=""16"" cy=""5"" style=""opacity:1;fill:currentColor;""></circle><circle r=""5"" cx=""51"" cy=""30"" style=""opacity:1;fill:currentColor;""></circle><circle r=""4"" cx=""86"" cy=""30"" style=""opacity:1;fill:none;stroke:currentColor;stroke-width:1.75;""></circle></svg>",1,,,
u:raojSpP.,Manabi,Manabi,うん,うん,うん,un,"yes, yeah (informal)",[sound:word_un.mp3],<b>うん</b>。でも、なんで？,<b>うん</b>。 でも、 なんで？,"Yeah, but why?",[sound:sentence_demo.mp3],,,,,,11,"<svg xmlns=""http://www.w3.org/2000/svg"" class=""pitch"" width=""76.50px"" height=""56.25px"" viewBox=""0 0 102 75""><text x=""5"" y=""67.5"" style=""font-size:20px;font-family:sans-serif;fill:currentColor;"">う</text><text x=""40"" y=""67.5"" style=""font-size:20px;font-family:sans-serif;fill:currentColor;"">ん</text><path d=""m 16,5 35,25"" style=""fill:none;stroke:currentColor;stroke-width:1.5;""></path><path d=""m 51,30 35,0"" style=""fill:none;stroke:currentColor;stroke-width:1.5;""></path><circle r=""5"" cx=""16"" cy=""5"" style=""opacity:1;fill:currentColor;""></circle><circle r=""5"" cx=""51"" cy=""30"" style=""opacity:1;fill:currentColor;""></circle><circle r=""4"" cx=""86"" cy=""30"" style=""opacity:1;fill:none;stroke:currentColor;stroke-width:1.75;""></circle></svg>",1,,,
la@:B(U?b~,Manabi,Manabi,どう,どう,どう,dō,"how, what",[sound:word_dou.mp3],<b>どう</b>しよう？,<b>どう</b>しよう？,What do I do?,[sound:sentence_dou.mp3],,,,,しよう = volitional form of する. The sentence is like wondering out loud &#x27;what should I do?&#x27; (e.g. in a difficult situation),12,"<svg xmlns=""http://www.w3.org/2000/svg"" class=""pitch"" width=""76.50px"" height=""56.25px"" viewBox=""0 0 102 75""><text x=""5"" y=""67.5"" style=""font-size:20px;font-family:sans-serif;fill:currentColor;"">ど</text><text x=""40"" y=""67.5"" style=""font-size:20px;font-family:sans-serif;fill:currentColor;"">う</text><path d=""m 16,5 35,25"" style=""fill:none;stroke:currentColor;stroke-width:1.5;""></path><path d=""m 51,30 35,0"" style=""fill:none;stroke:currentColor;stroke-width:1.5;""></path><circle r=""5"" cx=""16"" cy=""5"" style=""opacity:1;fill:currentColor;""></circle><circle r=""5"" cx=""51"" cy=""30"" style=""opacity:1;fill:currentColor;""></circle><circle r=""4"" cx=""86"" cy=""30"" style=""opacity:1;fill:none;stroke:currentColor;stroke-width:1.75;""></circle></svg>",1,,,Kaishi_word
tw^3fOs.}Q,Manabi,Manabi,次,つぎ,次[つぎ],tsugi,"next, subsequent",[sound:word_tsugi.mp3],<b>次</b>はどうする？,<b>次[つぎ]</b>はどうする？ ,What should we do next?,[sound:sentence_tsugi.mp3],,,,,,12.2,"<svg xmlns=""http://www.w3.org/2000/svg"" class=""pitch"" width=""76.50px"" height=""56.25px"" viewBox=""0 0 102 75""><text x=""5"" y=""67.5"" style=""font-size:20px;font-family:sans-serif;fill:currentColor;"">つ</text><text x=""40"" y=""67.5"" style=""font-size:20px;font-family:sans-serif;fill:currentColor;"">ぎ</text><path d=""m 16,30 35,-25"" style=""fill:none;stroke:currentColor;stroke-width:1.5;"" /><path d=""m 51,5 35,25"" style=""fill:none;stroke:currentColor;stroke-width:1.5;"" /><circle r=""5"" cx=""16"" cy=""30"" style=""opacity:1;fill:currentColor;"" /><circle r=""5"" cx=""51"" cy=""5"" style=""opacity:1;fill:currentColor;"" /><circle r=""4"" cx=""86"" cy=""30"" style=""opacity:1;fill:none;stroke:currentColor;stroke-width:1.75;"" /></svg>",2,,,Kaishi_word
mtPhfGCt!u,Manabi,Manabi,行く,いく,行[い]く,iku,to go,[sound:word_iku.mp3],バスで<b>行こう</b>。,バスで<b>行[い]こう</b>。 ,Let's go by bus.,[sound:sentence_iku.mp3],,,,,行く sometimes pronounced ゆく,13,"<svg xmlns=""http://www.w3.org/2000/svg"" class=""pitch"" width=""76.50px"" height=""56.25px"" viewBox=""0 0 102 75""><text x=""5"" y=""67.5"" style=""font-size:20px;font-family:sans-serif;fill:currentColor;"">い</text><text x=""40"" y=""67.5"" style=""font-size:20px;font-family:sans-serif;fill:currentColor;"">く</text><path d=""m 16,30 35,-25"" style=""fill:none;stroke:currentColor;stroke-width:1.5;"" /><path d=""m 51,5 35,0"" style=""fill:none;stroke:currentColor;stroke-width:1.5;"" /><circle r=""5"" cx=""16"" cy=""30"" style=""opacity:1;fill:currentColor;"" /><circle r=""5"" cx=""51"" cy=""5"" style=""opacity:1;fill:currentColor;"" /><circle r=""4"" cx=""86"" cy=""5"" style=""opacity:1;fill:none;stroke:currentColor;stroke-width:1.75;"" /></svg>",0,,,Kaishi_word
eVQq}yYgxw,Manabi,Manabi,どこ,どこ,どこ,doko,where,[sound:word_doko.mp3],<b>どこ</b>に行くの？,<b>どこ</b>に 行[い]くの？ ,Where are you going?,[sound:sentence_doko.mp3],,,,,"の as a sentence ending particle makes the question more empathic, like expressing surprise (i.e. that the person in the example decided unexpectedly to go somewhere).",14,"<svg xmlns=""http://www.w3.org/2000/svg"" class=""pitch"" width=""76.50px"" height=""56.25px"" viewBox=""0 0 102 75""><text x=""5"" y=""67.5"" style=""font-size:20px;font-family:sans-serif;fill:currentColor;"">ど</text><text x=""40"" y=""67.5"" style=""font-size:20px;font-family:sans-serif;fill:currentColor;"">こ</text><path d=""m 16,5 35,25"" style=""fill:none;stroke:currentColor;stroke-width:1.5;"" /><path d=""m 51,30 35,0"" style=""fill:none;stroke:currentColor;stroke-width:1.5;"" /><circle r=""5"" cx=""16"" cy=""5"" style=""opacity:1;fill:currentColor;"" /><circle r=""5"" cx=""51"" cy=""30"" style=""opacity:1;fill:currentColor;"" /><circle r=""4"" cx=""86"" cy=""30"" style=""opacity:1;fill:none;stroke:currentColor;stroke-width:1.75;"" /></svg>",1,,,Kaishi_word
b2/eST$L9y,Manabi,Manabi,やだ,やだ,やだ,yada,"no, no way, I don't want to",[sound:word_yada.mp3],行くの<b>やだ</b>なー。,行[い]くの<b>やだ</b>なー。 ,I don't want to go.,[sound:sentence_yada.mp3],,,,,なー adds an emotional emphasis to the sentence,16,"<svg xmlns=""http://www.w3.org/2000/svg"" class=""pitch"" width=""76.50px"" height=""56.25px"" viewBox=""0 0 102 75""><text x=""5"" y=""67.5"" style=""font-size:20px;font-family:sans-serif;fill:currentColor;"">や</text><text x=""40"" y=""67.5"" style=""font-size:20px;font-family:sans-serif;fill:currentColor;"">だ</text><path d=""m 16,5 35,25"" style=""fill:none;stroke:currentColor;stroke-width:1.5;"" /><path d=""m 51,30 35,0"" style=""fill:none;stroke:currentColor;stroke-width:1.5;"" /><circle r=""5"" cx=""16"" cy=""5"" style=""opacity:1;fill:currentColor;"" /><circle r=""5"" cx=""51"" cy=""30"" style=""opacity:1;fill:currentColor;"" /><circle r=""4"" cx=""86"" cy=""30"" style=""opacity:1;fill:none;stroke:currentColor;stroke-width:1.75;"" /></svg>",1,,,
FQ]vYmaOrM,Manabi,Manabi,来る,くる,来[く]る,kuru,to come,[sound:word_kuru.mp3],マイケルも<b>来る</b>。,マイケルも<b>来[く]る</b>。 ,Michael is also coming. ,[sound:sentence_kuru.mp3],,,,,,17,"<svg xmlns=""http://www.w3.org/2000/svg"" class=""pitch"" width=""76.50px"" height=""56.25px"" viewBox=""0 0 102 75""><text x=""5"" y=""67.5"" style=""font-size:20px;font-family:sans-serif;fill:currentColor;"">く</text><text x=""40"" y=""67.5"" style=""font-size:20px;font-family:sans-serif;fill:currentColor;"">る</text><path d=""m 16,5 35,25"" style=""fill:none;stroke:currentColor;stroke-width:1.5;"" /><path d=""m 51,30 35,0"" style=""fill:none;stroke:currentColor;stroke-width:1.5;"" /><circle r=""5"" cx=""16"" cy=""5"" style=""opacity:1;fill:currentColor;"" /><circle r=""5"" cx=""51"" cy=""30"" style=""opacity:1;fill:currentColor;"" /><circle r=""4"" cx=""86"" cy=""30"" style=""opacity:1;fill:none;stroke:currentColor;stroke-width:1.75;"" /></svg>",1,,,Kaishi_word
DrMa-49K_*,Manabi,Manabi,いい,いい,いい,ii,good,[sound:word_ii.mp3],マイケルも来ると<b>いい</b>な。,マイケルも 来[く]ると<b>いい</b>な。 ,"I hope Michael comes, too.",[sound:sentence_ii.mp3],,,,,と+いい expresses wishing or hoping (lit. &quot;it would be good if...&quot;),18,"<svg xmlns=""http://www.w3.org/2000/svg"" class=""pitch"" width=""76.50px"" height=""56.25px"" viewBox=""0 0 102 75""><text x=""5"" y=""67.5"" style=""font-size:20px;font-family:sans-serif;fill:currentColor;"">い</text><text x=""40"" y=""67.5"" style=""font-size:20px;font-family:sans-serif;fill:currentColor;"">い</text><path d=""m 16,5 35,25"" style=""fill:none;stroke:currentColor;stroke-width:1.5;"" /><path d=""m 51,30 35,0"" style=""fill:none;stroke:currentColor;stroke-width:1.5;"" /><circle r=""5"" cx=""16"" cy=""5"" style=""opacity:1;fill:currentColor;"" /><circle r=""5"" cx=""51"" cy=""30"" style=""opacity:1;fill:currentColor;"" /><circle r=""4"" cx=""86"" cy=""30"" style=""opacity:1;fill:none;stroke:currentColor;stroke-width:1.75;"" /></svg>",1,,,Kaishi_word
"p,7!%qiSF7",Manabi,Manabi,良かった,よかった,良[よ]かった,yokatta,"it was good that, I'm glad, what a relief",[sound:word_yokatta.mp3],来て<b>良かった</b>ー。,来[き]て<b>良[よ]かった</b>ー。 ,I'm so glad I came.,[sound:sentence_yokatta.mp3],,,,,良かった = past tense of いい. Most commonly spelled with hiragana.,19,"<svg xmlns=""http://www.w3.org/2000/svg"" class=""pitch"" width=""129.00px"" height=""56.25px"" viewBox=""0 0 172 75""><text x=""5"" y=""67.5"" style=""font-size:20px;font-family:sans-serif;fill:currentColor;"">よ</text><text x=""40"" y=""67.5"" style=""font-size:20px;font-family:sans-serif;fill:currentColor;"">か</text><text x=""75"" y=""67.5"" style=""font-size:20px;font-family:sans-serif;fill:currentColor;"">っ</text><text x=""110"" y=""67.5"" style=""font-size:20px;font-family:sans-serif;fill:currentColor;"">た</text><path d=""m 16,5 35,25"" style=""fill:none;stroke:currentColor;stroke-width:1.5;"" /><path d=""m 51,30 35,0"" style=""fill:none;stroke:currentColor;stroke-width:1.5;"" /><path d=""m 86,30 35,0"" style=""fill:none;stroke:currentColor;stroke-width:1.5;"" /><path d=""m 121,30 35,0"" style=""fill:none;stroke:currentColor;stroke-width:1.5;"" /><circle r=""5"" cx=""16"" cy=""5"" style=""opacity:1;fill:currentColor;"" /><circle r=""5"" cx=""51"" cy=""30"" style=""opacity:1;fill:currentColor;"" /><circle r=""5"" cx=""86"" cy=""30"" style=""opacity:1;fill:currentColor;"" /><circle r=""5"" cx=""121"" cy=""30"" style=""opacity:1;fill:currentColor;"" /><circle r=""4"" cx=""156"" cy=""30"" style=""opacity:1;fill:none;stroke:currentColor;stroke-width:1.75;"" /></svg>",1,,,
riIZTNs7A4,Manabi,Manabi,人,ひと,人[ひと],hito,person,[sound:word_hito.mp3],あの<b>人</b>はいい<b>人</b>です。,あの<b>人[ひと]</b>はいい<b>人[ひと]</b>です。 ,That person is a good person.,[sound:sentence_hito.mp3],,,,,,20,"<svg xmlns=""http://www.w3.org/2000/svg"" class=""pitch"" width=""76.50px"" height=""56.25px"" viewBox=""0 0 102 75""><text x=""5"" y=""67.5"" style=""font-size:20px;font-family:sans-serif;fill:currentColor;"">ひ</text><text x=""40"" y=""67.5"" style=""font-size:20px;font-family:sans-serif;fill:currentColor;"">と</text><path d=""m 16,30 35,-25"" style=""fill:none;stroke:currentColor;stroke-width:1.5;"" /><path d=""m 51,5 35,0"" style=""fill:none;stroke:currentColor;stroke-width:1.5;"" /><circle r=""5"" cx=""16"" cy=""30"" style=""opacity:1;fill:currentColor;"" /><circle r=""5"" cx=""51"" cy=""5"" style=""opacity:1;fill:currentColor;"" /><circle r=""4"" cx=""86"" cy=""5"" style=""opacity:1;fill:none;stroke:currentColor;stroke-width:1.75;"" /></svg>",0,,,Kaishi_word
